brand_name,price,rating,has_5G,has_nfc,has_ir_blaster,processor_brand,num_cores,processor_speed,ram_capacity,internal_memory,battery_capacity,fast_charging_available,fast_charging,refresh_rate,num_rear_cameras,num_front_cameras,rear_main_camera,front_main_camera,os,extended_memory_available,extended_upto,ppi
samsung,15490,80,1,0,0,dimensity,8,2.2,6,128,5000,1,15,90,3,1,64,8,android,1,1024,399.86
xiaomi,11490,66,0,0,1,snapdragon,8,2.0,4,64,5000,1,18,60,2,1,12,8,android,1,512,270.4
google,53100,86,1,1,0,tensor,8,2.8,8,128,4355,1,30,90,2,1,50,11,android,0,0,417.75
oppo,32999,84,1,1,0,snapdragon,8,2.5,8,256,5000,1,120,120,3,1,50,32,android,0,0,392.68
apple,55999,75,1,1,0,bionic,6,3.1,4,256,3512,0,0,60,2,1,12,12,ios,0,0,477.26
vivo,25000,69,0,0,0,snapdragon,4,1.4,3,16,3360,0,0,60,1,1,13,5,android,1,0,268.33
poco,10890,74,0,0,0,helio,8,2.0,6,64,5000,1,18,60,4,1,13,8,android,1,512,394.67
realme,3499,63,0,0,0,helio,8,2.0,3,32,4000,0,0,60,2,1,13,5,android,1,128,281.66
realme,28499,82,1,0,0,snapdragon,8,3.2,8,256,5000,1,80,120,3,1,64,16,android,0,0,397.55
realme,9499,65,0,0,0,tiger,8,1.8,4,64,5000,0,0,60,3,1,13,5,android,1,1024,269.1
others,5990,64,0,0,0,unisoc,4,1.4,2,32,3020,0,0,60,1,1,2,0,android,1,0,195.93
samsung,11725,76,0,0,0,exynos,8,2.3,4,64,6000,1,15,60,3,1,48,20,android,1,512,402.69
samsung,10630,71,0,0,0,exynos,8,2.0,4,64,6000,1,15,60,3,1,50,8,android,1,1024,398.76
samsung,84990,89,1,1,0,snapdragon,8,3.2,8,256,4700,1,45,120,3,1,50,12,android,0,0,390.49
tecno,6299,61,0,0,0,helio,4,2.0,2,32,5000,0,0,60,2,1,8,5,android,1,1024,267.46
xiaomi,16490,80,0,0,1,snapdragon,8,2.3,6,64,5020,1,33,60,4,1,64,32,android,1,512,394.57
others,149999,87,1,0,0,snapdragon,8,2.8,8,128,3360,0,0,60,3,1,64,32,others,1,256,333.33
xiaomi,24990,83,1,0,0,dimensity,8,2.5,8,128,5160,1,67,120,3,1,108,16,android,1,1024,394.57
iqoo,16940,80,1,0,0,snapdragon,8,2.2,6,128,5000,1,18,120,3,1,50,16,android,1,1024,401.08
vivo,35999,85,1,0,0,dimensity,8,3.0,8,128,4830,1,66,120,3,1,64,32,android,0,0,397.86
others,6990,65,0,0,0,others,4,1.3,2,32,4000,0,0,60,3,1,8,8,android,1,32,265.84
others,34999,82,1,1,0,snapdragon,8,3.2,8,128,5000,1,80,144,3,1,64,16,android,0,0,394.57
others,14999,74,0,0,0,helio,8,2.2,4,64,5000,1,33,90,2,1,50,16,android,1,1024,411.22
tecno,13799,77,0,0,0,helio,8,2.0,6,128,7000,1,33,90,3,1,50,8,android,1,256,389.37
samsung,34999,85,1,0,0,snapdragon,8,2.8,6,128,6000,1,25,90,3,1,64,32,android,1,1024,396.21
samsung,12990,71,0,0,0,exynos,8,2.0,4,64,5000,1,15,90,3,1,50,5,android,1,1024,269.93
vivo,15499,74,0,0,0,snapdragon,8,2.4,4,128,5000,1,18,90,3,1,50,8,android,1,1024,269.51
realme,27999,87,1,1,0,snapdragon,8,2.8,12,256,4200,1,65,90,4,2,64,32,android,0,0,408.67
vivo,17990,76,1,0,0,dimensity,8,2.2,6,128,4500,1,80,120,2,1,50,8,android,1,1024,394.71
oneplus,20990,81,1,1,0,snapdragon,8,2.2,6,128,4500,1,33,60,3,1,64,16,android,1,1024,409.3
samsung,83000,88,0,1,1,exynos,8,2.7,8,128,4500,1,25,120,4,1,64,10,android,1,1024,523.74
oppo,25994,85,1,1,0,dimensity,8,2.0,8,256,4500,1,65,90,3,1,64,32,android,1,1024,409.3
iqoo,32990,84,1,1,1,snapdragon,8,3.2,8,256,5000,1,120,120,3,1,50,16,android,0,0,388.17
xiaomi,13466,74,1,0,1,dimensity,8,2.2,4,64,5000,1,18,90,2,1,50,5,android,1,512,401.08
vivo,13999,70,1,0,0,dimensity,8,2.2,4,128,5000,1,15,60,2,1,13,5,android,1,1024,269.51
oppo,38700,84,1,0,0,dimensity,8,2.6,8,128,4350,1,65,90,4,1,64,32,android,0,0,403.03
vivo,15990,78,1,0,0,snapdragon,8,2.2,4,128,5000,1,18,120,3,1,50,16,android,1,1024,401.08
google,20120,78,0,1,0,snapdragon,8,2.8,6,64,2800,1,0,60,2,2,16,8,android,0,0,442.61
oppo,16999,79,1,0,0,dimensity,8,2.4,8,128,5000,1,33,90,2,1,48,8,android,1,1024,269.13
oppo,42990,86,1,1,0,dimensity,8,3.0,16,256,5000,1,120,120,2,1,50,32,android,0,0,392.68
iqoo,23399,80,1,0,0,snapdragon,8,2.4,8,128,4700,1,66,90,3,1,64,16,android,0,0,409.23
others,27999,81,1,1,1,snapdragon,8,2.2,8,256,5100,1,40,120,3,1,64,16,android,0,0,394.57
realme,6490,61,0,0,0,unisoc,8,1.6,2,32,5000,0,0,60,1,1,8,5,android,1,256,269.93
oneplus,33900,85,1,1,0,dimensity,8,3.0,12,256,4500,1,80,90,3,1,50,32,android,0,0,409.3
xiaomi,14999,77,0,1,0,snapdragon,8,2.3,6,128,5000,1,67,120,3,1,50,16,android,0,0,394.57
oneplus,39999,85,1,1,0,snapdragon,8,3.2,8,128,5000,1,100,120,3,1,50,16,android,0,0,394.44
huawei,162990,89,0,1,0,snapdragon,8,2.8,8,512,4600,1,66,120,3,1,50,11,others,1,256,425.02
vivo,27994,86,1,0,0,dimensity,8,2.5,12,256,4200,1,44,90,3,2,64,50,android,1,128,408.67
vivo,43999,87,1,0,0,dimensity,8,3.2,12,256,5000,1,120,144,3,1,108,32,android,0,0,391.06
google,54300,89,1,1,0,tensor,8,2.8,12,128,5003,1,30,120,3,1,50,11,android,0,0,512.11
realme,31999,82,1,1,0,snapdragon,8,3.2,8,128,5000,1,65,120,3,1,64,16,android,0,0,397.55
samsung,22494,86,0,0,0,snapdragon,8,2.3,8,128,4500,1,25,90,4,1,64,32,android,1,1024,404.89
motorola,23990,83,1,0,0,snapdragon,8,2.9,8,128,4400,1,67,144,3,1,50,32,android,0,0,410.17
